skill_id	prereq_id	source	type	confidence
mooccubex.psy.心理治疗师	esco.c65aa043-98da-4136-9877-494e72d9e4cf	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.c7a989eb-a8dc-4ecb-9944-3bbac9088c3c	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.c82f9319-cf46-4257-a8ce-542d0a7fed8f	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.ce0d6a42-59c1-433e-ab62-adfc969c46bb	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.d93f9e29-9740-4231-8486-13d377b99f05	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.dc4b2c95-d807-414c-aed3-4d4fd55a30e8	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.e18a6a3c-4f26-4141-8c72-4b4f01d77914	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.e54dc9c5-0f7f-4503-9776-efff47902602	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.ebaff640-cdf2-4917-a2d2-f4b3fa9109db	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.efafc59d-a2bc-4f10-b681-edd0053f3de7	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.f90d4810-8bac-4e5e-b870-3e35a4138ff7	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.f9faf3a5-1b4a-43c2-be0e-ad389c8a8685	esco	prerequisite	1.00
mooccubex.psy.心理治疗师	esco.40923b61-344c-43eb-a8b7-d2d8a7a73143	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.8671290a-ab17-42c2-9114-adcb741e7257	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.9ed54677-459f-4442-9917-995a3b970f96	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.0b5aaee4-c948-4853-bf8d-b9cd6c4917ee	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.0e0e4af2-4af8-40f5-8460-99e7401733c6	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.1907a2d7-c974-4ff2-ab08-d0324515a200	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.2f92c4ed-279c-467e-82bd-4709172514f5	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.4d30ad07-9e39-4899-81dd-02b280f162f9	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.51e79cb4-fab3-404c-88f3-cd4a1bd5879e	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.557820b5-b503-45f4-a7a0-6ace64b162a4	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.60b2dd49-c677-4f47-816e-aff3b577e113	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.7714b4a3-afa9-4517-a721-bd879a750893	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.774ef528-897a-4076-a1fc-249ca021eb50	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.7c07f6f7-f7da-404c-8c48-eee79a6d10d6	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.7d0da710-7fb9-4291-abbe-5e359c8339d0	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.905e8db4-0429-4abf-a11d-8df2547f4cff	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.bcd2ce08-ba12-4d66-865f-f4ba36419707	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.cc69175e-c35d-4494-8844-e71385ccce4a	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.d3eccb86-f02d-4950-bfbd-20b9510774a1	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.d40fc63c-558e-4107-8b19-fde1dae16eb5	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.d94cdb45-ce0c-4e1e-8149-1998127f627c	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.ddb8588c-7b89-4f38-ab5b-0d3e60b8c34d	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.e724205b-6b9a-45b4-b629-cd32a6c80b4f	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.eba85523-6ad2-4cd9-9b27-a0b6a39b8cfa	esco_optional	prerequisite	0.90
mooccubex.psy.心理治疗师	esco.fca51799-19db-434b-b18a-3d5ea2d2ffb2	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.209a5498-3449-4689-8ed9-bd08cab4fd78	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.72a74f69-5cf1-43c5-99b9-62a444578919	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.a7671dcb-40fa-40fc-a278-c6d068ee13e9	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.cf9a4613-ff8a-40a7-931f-c6fba2cc3d50	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.1cf20c3c-027e-45f4-bad1-c91b98726d28	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.23872ce8-ea42-44ac-9b00-ccc0dc407209	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.334e3e49-fb02-4051-809a-f06adfdc1c40	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.36500a31-3204-45b2-bf75-5cfe06d9cea2	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.395ace35-e463-4dc7-8181-c2dd43885107	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.42b23922-1c40-4dbe-9e0c-7a568dfdf06b	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.4fabca9a-7435-4f33-b1da-3cdb00340fdc	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.541561bc-510c-4a99-881c-2d8bf5a85462	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.5d3798b0-d3a3-45ef-9df2-8b8756d4d79c	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.6a899482-8bcf-40ca-ae67-579a1cc467ab	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.87434439-c07d-48be-af34-b0cdd03121c4	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.aafbb139-02c6-4f35-bc62-ff73faf97d6d	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.ab0deac2-b872-45c8-ad65-657938d2fe79	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.ce689fb5-2c21-4f96-a4b0-d02d4af35923	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.dfce2aba-783e-4e17-9c17-e74aca505ec2	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.f2071535-4da0-4253-a548-920d170b80e0	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.f519caf2-a69f-4357-a8b7-d992e4bfdae3	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.f54c10e4-630d-4e50-95e9-4e9e268e8f12	esco	prerequisite	1.00
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.4eba4667-402e-4aea-a15d-c9fb82da60dd	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.debd4fe7-58c9-499e-8a7e-b42984afe728	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.0da516ee-e70e-4384-be13-f5ff80be8127	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.162c7407-14ec-43ef-a4c2-31ccd1267850	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.3e37d714-4d65-416d-a138-46f7e2a98073	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.561c2525-5bd8-4d86-8f45-820f4be7db93	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.5d34adde-0b78-42b4-9d3d-69e9388d8398	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.6561f116-70de-47d8-80b8-f0e2a1d2cf11	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.74374d09-7a54-4a05-ae78-d5940423de7c	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.8844808b-5788-4872-ba15-d3cfa4d9ddaf	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.8a7252d1-7007-4f16-a56e-225d692cd5fe	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.97b473ae-8535-498d-9999-cc77549c5e50	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.a3629b49-ef78-49ce-8538-033772d6e6ca	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.ba54cf3c-dd64-48ea-8a9d-ee621a05fb07	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.ed92cf0c-491a-401c-b2b7-febcc7cfaf3d	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.f5f5b244-6cea-4fbc-8a50-8f712791bc09	esco_optional	prerequisite	0.90
esco.occ.afbe50b0-6634-4677-a3e7-0aada10cb9a7	esco.fd4386c5-96f0-4c6e-970c-c08729ae0cc6	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.4e09e2d2-e317-47d2-bf5e-1d6c66be3efc	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.6f6163dc-a801-416c-86e9-ce857d71c24d	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.02820870-3b92-480b-8475-8a521563ea3c	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.410ed4d3-78a5-44c4-a5bd-4276900b463e	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.71ae4f64-6505-4b6f-91b9-5acfa5721798	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.7336bc42-d917-40c2-8791-2ac798c89067	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.98119761-07b9-4e27-ae16-23586ab4becb	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.b1a1149a-9bc5-468d-9d09-f6d171cfd619	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.bab46a75-0a6c-44cc-b7e7-28c7c55d801f	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.e4a57b51-16d7-4dfc-bb47-6aa401e39b2e	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.e77cbe19-1830-4c24-b43e-38767929e75a	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.fd265b91-d214-4298-bb94-21dcf2966ec2	esco	prerequisite	1.00
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.61268e22-9367-4c3b-91d9-b651e4c142e2	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.88680a21-57f9-46b6-8268-7d8e42aef849	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.1b71f0d0-8e57-44dc-aaa0-3ee6fbb59991	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.3dbb132f-fb62-4227-8277-7c89a9fe4749	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.3dde5918-f4c6-4d46-9d6f-c7b2865f594f	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.68b6ef08-d823-489d-a95c-752ae6f6e6a7	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.8f6a8df0-ab99-4e5c-8606-6d1652d14a6a	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.91be6910-bd67-4e1f-95b0-32513b399b24	esco_optional	prerequisite	0.90
esco.occ.afc5a0f4-42e5-4bfb-910c-2b54b44f99c5	esco.b10c9a92-d6ff-40bc-ac64-4705949a2ac7	esco_optional	prerequisite	0.90
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.07469451-ae47-49af-98ea-99f8ef9d283c	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.3955cd15-a1fa-4c16-99b4-c39cb17db21d	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.66dd1398-6be6-4a0d-a0d0-4a8b3941963a	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.6975d035-4523-4a5d-89ea-e414a473e077	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.791fa659-3382-49f8-a8dd-505226d0da48	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.c4118654-695f-44bc-b9d3-1b26f3a955f8	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.d1ec6846-dd8a-4810-8115-474cdf271540	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.03b9b491-fc9b-4868-914a-bf7cd47b5041	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.0ee94af1-b445-4973-9c3f-459fab250342	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.293301db-be3c-4cba-b3ee-6cc9c55fd70a	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.2de4572a-4724-4f76-afc2-72a568a264ac	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.363e30cf-b3ec-4b3f-b02c-ac77a5902d15	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.39d92981-7b68-47de-bfc0-5374c067dba9	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.42ab725f-e57f-4320-a9fd-ac3d6717963d	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.4bdbd6db-7d75-40e7-b40e-5718e2982dfb	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.5609c548-8581-4a28-8afc-5f744868e9c7	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.5e50a0f1-4089-4df6-a15b-34b39d3aeab4	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.6bc02a4a-66af-4b49-9bd3-d07695d52b42	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.81db5616-3c98-4317-a728-5dae08d44bd4	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.885564e4-9818-44ac-a77d-ddfe30b34ed7	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.91abe492-18be-4cce-93c7-0dca07072363	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.b0565bd9-29c8-42f6-b174-702970fc2f4f	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.d15ce60f-ddab-41ce-ba56-398451b77b60	esco	prerequisite	1.00
esco.occ.afcf9d03-6e51-4548-8cec-cfa50972929d	esco.fc22f985-cdc2-47da-8df7-949db1f5c06f	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.7f107a85-d6ac-410f-a995-d635c5aa418b	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.8d4271ca-c9fd-40b3-875f-15f78332a49e	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.c4b3bbb4-a4f7-467f-8e91-a545d0224dce	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.25f22f34-dbf8-4e6a-9e43-ab85abda0b93	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.31f01be9-7bbf-4afb-a647-bcd4931cfc8b	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.334e3e49-fb02-4051-809a-f06adfdc1c40	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.357e1729-e2a8-49f4-8b42-dc8b278320fa	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.45c19aa0-2c28-42ab-936b-a367face2268	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.69f23426-9279-4fe6-a283-24c2aa4c855d	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.7aa52bdc-9c56-4341-be65-e8e30f64403f	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.9ea652f6-accf-45bb-b9a8-590f06f7bd51	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.dcb57eb7-0362-48f5-a53f-7dc4f2c8f197	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.fd926b0d-c281-4eec-bf71-ac418c7d2561	esco	prerequisite	1.00
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.6055f185-3214-491e-975a-cfcc1756fe1d	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.67df159c-735e-4784-b75b-90859ea8a170	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.c01b4549-3bc2-4640-8ecb-ef335fc4445c	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.c27e11b7-2f1e-4e20-8c47-fee6cd22c148	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.c50dc8c9-24b2-47c8-9e1a-894521f5b248	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.f12d412a-04e3-49a8-a4f6-2e32a67c12a2	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.1a3660c2-011c-4e96-9b1d-529afc305428	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.2879a6f9-868b-40a1-a424-d50007ca8354	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.2fcd95a4-1f9a-41cf-95a9-4701bde476b4	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.62d34066-f07a-4437-914b-0548ba8bbe59	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.8a4e99e0-f259-4931-888f-604cfdc15b31	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.8c474534-707f-46f3-b356-810bbfe8b693	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.8ee056cf-c4f7-46bb-a9fb-1ff7b1ab9534	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.9f34107c-8db0-4b00-84d8-3f64e400c80c	esco_optional	prerequisite	0.90
esco.occ.afe9eaa4-433f-4ae6-90ff-afa098ccf1bb	esco.ccfbdaad-b91d-4bfe-bd0e-d30b33587f19	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.2879e8f6-037a-49ed-ba73-6f7d7766223e	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.456f68b4-ca28-4029-a67f-7813b2c6cb4d	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.83fc0b2b-6cd2-46af-b1ff-d3fc83604c26	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.b856655a-ee98-481f-a5a3-b0abc45f6ad5	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.bb992d83-2d7d-4618-9109-0f0e04881a8e	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.c52d4012-4a97-436c-a452-b76c26ae423c	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.c7cc6dc5-d56b-4323-8e5c-47c4022f615f	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.d11fd23b-ad01-4f12-85f4-e0d2ed16d5af	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.dc57f705-75b6-4232-b531-1f020afa0364	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.f3c3e51d-f4dc-49a8-8725-2a2d3160446e	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.1c8a92d4-18b9-4279-898c-ad89233bb511	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.2384ce67-127d-467c-8ac3-cdabd3629936	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.360e1c45-d335-4a19-b717-e1932927a72b	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.3fedb2c6-488f-4c78-b20d-af23d481348a	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.499c05a2-6f36-4407-83c1-dc3448d35818	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.5521fcf8-80fa-489b-af18-a69823b85702	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.5ba1d5b9-3f8d-46ca-bf9f-2e9ca65d1350	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.63e92f65-e70d-421e-94ac-40f944966161	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.67ba7f39-1ebc-4d71-ba11-5804a1712ff3	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.8b9d609a-6d62-4d5c-9133-01d41979cfac	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.918f5211-b99f-4b29-9a34-6e475583ef55	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.a022bb4b-6ee0-470a-829d-10ca30284edb	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.a7b9039e-0145-4e3e-bbf8-30151d3e6cc0	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.bc250150-3372-42c9-834a-a1b65f89ca0b	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.bf7a45c4-0d72-4e6e-9da7-127b2b6656b7	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.c0326e27-5fa8-4dca-aecb-ed89ab491513	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.c2241f73-9151-4817-96b2-b9a6aae4c9e9	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.ee5e17b9-be48-48c8-a72f-a489988eaf74	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.f2d873cb-d6c0-40cf-81de-8c5ccca5961f	esco	prerequisite	1.00
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.1289bd81-8daf-4e7c-bb46-6bbfe9141c49	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.27b86b4c-758e-4749-b242-f6dfde2e74f2	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.3761780c-a40f-409e-9320-4de0ec25472a	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.3f4e4eab-a8e0-4aed-b8bb-79afe7c890e3	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.7976294b-215b-4310-a53f-5b0b5ee23d16	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.8a203a8c-d42e-4063-9036-970434c424e4	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.9e8377c5-ff35-4dd1-a7e4-f50bc7e6f39e	esco_optional	prerequisite	0.90
esco.occ.afee6a28-f654-4ac7-a665-f758616bc689	esco.bfa5427c-83ec-404f-8465-dd49b42fde8e	esco_optional	prerequisite	0.90
