Code	Data Name	Prereq(s)	H-Position	V-Position	Display Name	Link to Practice problem
1448	decimals-on-the-number-line-1	number_line; decimal-intuition-with-grids	x	x	Decimals on the number line:  tenths 0-1	
1449	conditions-for-ivt-and-evt-graph	differentiate-logarithmic-functions	x	x	Conditions for IVT and EVT:  graph	
1450	exponents	positive_and_zero_exponents	x	x	Exponents	
1451	shift-absolute-value-graphs	writing-the-equation-of-a-line-in-any-form; interpret-features-func-2	x	x	Shift absolute value graphs	
1452	determine-rotations--basic-	defining-translations	x	x	Determine rotations (basic)	
1453	counting-tens	count-to-100; counting-objects	x	x	Count tens	
1454	justification-using-first-derivative-test	extreme-values-from-graphs	x	x	Justification using first derivative	
1455	multiply-decimals-visually	estimating-with-multiplying-decimals; decimal-intuition-with-grids	x	x	Multiply decimals visually	
1456	equivalent-expressions-with-common-denominators	common-denominators; adding_fractions_with_common_denominators	x	x	Equivalent expressions with common denominators	
1457	use-pythagorean-theorem-to-find-side-lengths-on-isosceles-triangles	pythagorean_theorem_1	x	x	Use Pythagorean theorem to find isosceles triangle side lengths	
1458	write-differential-equations	meaning-of-the-derivative-in-context	x	x	Write differential equations	
1459	conditions-for-using-direct-substitution	find-limits-using-trig-identities; limits_2	x	x	Conclusions from direct substitution (finding limits)	
1460	relate-fractions-to-1	recognizing_fractions_0.5; fractions_on_the_number_line_1	x	x	Relate fractions to 1	
1461	multi-digit-addition	break-apart-three-dig-addmaking-100-and-1000select-strategies-for-adding-within-1000	x	x	Multi-digit addition	
1462	area-between-two-polar-curves	area-enclosed-by-polar-graphs	x	x	Area between two polar curves	
1463	interpret-exponential-expressions-word-problems	exponential-expressions-word-problems-algebraic	x	x	Interpret exponential expressions word problems	
1464	powers-of-powers-int-exp	powers-of-products-and-quotients; exponent_rules	x	x	Powers of products & quotients (integer exponents)	
1465	identify-points-on-a-line	create-a-table-or-coordinates-from-a-given-rule; identify-coordinates	x	x	Identify points on a line	
1466	p-series	integral-test	x	x	p-series	
1467	points-of-inflection--graphical-	analyze-points-of-inflection-graphical	x	x	Inflection points from graphs of first & second derivatives	
1468	write-a-2-variable-relationship	create-a-table-or-coordinates-from-a-given-rule; graphing_points; patterns	x	x	Write rules that relate 2 variables	
1469	conditions-for-mvt-table	mean-value-theorem	x	x	Justification with the mean value theorem	
1470	horizontal-and-vertical-lines	slope-from-two-points	x	x	Horizontal & vertical lines	
1471	reverse-power-rule-rewriting	integration	x	x	Reverse power rule:  rewriting before integrating	
1472	multi-step-estimation-word-problems	rounding-to-the-nearest-ten-or-hundred; arithmetic_word_problems	x	x	Multi-step estimation word problems	
1473	circumference-of-parts-of-circles	find-the-radius-or-diameter-of-a-circle-from-the-circumference-or-area	x	x	Circumference of parts of circles	
1474	identify-parts-of-3d-shapes	recognizing-shapes; area_of_triangles_1	x	x	Identify parts of 3D shapes	
1475	justification-using-second-derivative	justification-using-first-derivative-test; analyze-points-of-inflection-algebraic	x	x	Justification using second derivative	
1476	differentiating-using-multiple-rules-strategy	manipulating-functions-before-differentiation	x	x	Differentiating using multiple rules:  strategy	
1477	make-picture-graphs-1	solving-problems-with-picture-graphs-1	x	x	Make picture graphs 1	
1478	match-equations-to-coordinates-on-a-line	identify-points-on-a-line	x	x	Match equations to coordinates on a line	
1479	connecting-function-and-derivatives	justification-using-second-derivative	x	x	Connecting f f' and f'' graphically	
1480	transformation-preserved-properties	identify-transformations; find-measures-using-rigid-transformations	x	x	Rigid transformations:  preserved properties	
1481	analyzing-problems-involving-definite-integrals	interpreting-definite-integrals-in-context	x	x	Analyzing problems involving definite integrals	
1482	identify-separable-equations	separable-equations	x	x	Identify separable equations	
1483	slope-fields-and-solutions	slope-fields	x	x	Reasoning using slope fields	
1484	determining-trigonometric-limits	identify-undefined-limits-by-direct-substitution	x	x	Limits of trigonometric functions	
1485	area-between-a-curve-and-the-y-axis	find-the-area-between-two-curves	x	x	Horizontal areas between curves	
1486	disc-method-other-axes	the-disk-method	x	x	Disc method:  revolving around other axes	
1487	volumes-with-square-and-rectangle-cross-sections	volumes-of-solids-of-known-cross-section	x	x	Volumes with cross sections:  squares and rectangles	
